x	y	z.name	ui.vect	zi.vect	Ixy_ui	cplx	Rxyz_ui	category	Nxy_ui
0010000000000000000000000000000000010	PCWP	CO	NA	STROKEVOLUME	HISTORY,CVP,HYPOVOLEMIA,LVEDVOLUME,LVFAILURE,,SHUNT,BP,HRBP,HREKG,HRSAT,PVSAT,VENTLUNG,ARTCO2,CATECHOL,HR	4.49663	16.721	23.9844	1	1000
0000000001000000000000000000000000001	HREKG	BP	NA	CO	HRBP,ERRCAUTER,HRSAT,TPR,PVSAT,SAO2,VENTLUNG,VENTALV,ARTCO2,CATECHOL,HR,,HISTORY,PCWP,HYPOVOLEMIA,LVEDVOLUME,LVFAILURE,STROKEVOLUME,ANAPHYLAXIS	5.01182	21.4627	23.2953	1	1000
0000000000000000000000000101000000000	PRESS	MINVOLSET	NA	VENTMACH	EXPCO2,KINKEDTUBE,MINVOL,PVSAT,SAO2,SHUNT,INTUBATION,DISCONNECT,,VENTTUBE,VENTLUNG,VENTALV,ARTCO2,CATECHOL	8.87349	19.9531	23.0845	1	1000
0000000001000000000000000000000001000	HREKG	CATECHOL	NA	HR	HRBP,ERRCAUTER,HRSAT,TPR,PVSAT,SAO2,VENTLUNG,VENTALV,ARTCO2,,CO,BP,MINVOL,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE	1.55387	7.83874	22.6322	1	1000
0000000000000010000000000000000000100	TPR	HR	NA	CATECHOL	HRBP,HREKG,HRSAT,ANAPHYLAXIS,,BP,PVSAT,SAO2,VENTMACH,VENTLUNG,VENTALV,ARTCO2,CO	2.47732	12.3087	22.1902	1	1000
0000100000000000000000000000000000001	LVEDVOLUME	BP	NA	CO	HISTORY,CVP,PCWP,HYPOVOLEMIA,LVFAILURE,STROKEVOLUME,,HRBP,HREKG,HRSAT,ANAPHYLAXIS,TPR,CATECHOL,HR	3.12307	22.0341	21.4586	1	1000
0000000000000000010000000000000001000	MINVOL	CATECHOL	NA	ARTCO2	EXPCO2,PVSAT,SAO2,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,VENTALV,,HRBP,HREKG,HRSAT,TPR,HR,CO,BP	7.27898	12.8442	21.2151	1	1000
0000000000000001000010000000000000000	EXPCO2	SAO2	NA	VENTALV	MINVOL,PVSAT,SHUNT,INTUBATION,PRESS,MINVOLSET,VENTTUBE,VENTLUNG,,ARTCO2,HRBP,HREKG,HRSAT,FIO2,DISCONNECT,VENTMACH,CATECHOL,HR	7.77493	22.6862	21.1076	1	1000
0000000000010010000000000000000000000	HRSAT	TPR	NA	CATECHOL	HRBP,HREKG,ERRCAUTER,PVSAT,SAO2,VENTLUNG,VENTALV,ARTCO2,,HR,CO,BP,ANAPHYLAXIS	1.32388	13.3317	20.7551	1	1000
0010000000000000000000000000000000001	PCWP	BP	NA	CO	HISTORY,CVP,HYPOVOLEMIA,LVEDVOLUME,LVFAILURE,STROKEVOLUME,SHUNT,,HRBP,HREKG,HRSAT,ANAPHYLAXIS,TPR,CATECHOL,HR	4.2689	22.5347	19.677	1	1000
0000000010000000000000000000000001000	HRBP	CATECHOL	NA	HR	ERRLOWOUTPUT,HREKG,HRSAT,TPR,PVSAT,SAO2,VENTALV,ARTCO2,,CO,BP,MINVOL,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG	1.1507	7.02992	19.6166	1	1000
0000000000000000000000000000010001000	VENTTUBE	CATECHOL	NA	SAO2	EXPCO2,MINVOL,PVSAT,,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTLUNG,VENTALV,ARTCO2,HRBP,HREKG,HRSAT,TPR,HR,CO,BP	2.76142	12.6994	19.5749	1	1000
0010001000000000000000000000000000000	PCWP	STROKEVOLUME	NA	LVEDVOLUME	HISTORY,CVP,HYPOVOLEMIA,,LVFAILURE,SHUNT,CO,BP,PAP	4.75781	15.4334	19.0946	1	1000
0000000000000001000000000001000000000	EXPCO2	MINVOLSET	NA	VENTTUBE	MINVOL,PVSAT,SAO2,SHUNT,INTUBATION,PRESS,,VENTLUNG,VENTALV,ARTCO2,VENTMACH,CATECHOL	5.20049	21.2891	18.9003	1	1000
0000000000000000000000000100001000000	PRESS	VENTLUNG	NA	DISCONNECT,VENTALV	EXPCO2,KINKEDTUBE,MINVOL,SHUNT,INTUBATION,VENTTUBE,	25.072	40.2706	18.5329	1	1000
0000000000000000000100000100000000000	PVSAT	PRESS	NA	VENTALV	HRBP,HREKG,HRSAT,EXPCO2,MINVOL,FIO2,SAO2,INTUBATION,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,,ARTCO2,CATECHOL,HR,CO,KINKEDTUBE,SHUNT	7.22693	22.9539	18.0383	1	1000
0000000001000000000000000000000010000	HREKG	ARTCO2	NA	CATECHOL	HRBP,ERRCAUTER,HRSAT,TPR,PVSAT,SAO2,VENTLUNG,VENTALV,,HR,CO,BP,EXPCO2,MINVOL,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE	1.16766	13.8601	17.737	1	1000
0000000000000000000010000100000000000	SAO2	PRESS	NA	VENTALV	HRBP,HREKG,HRSAT,EXPCO2,MINVOL,FIO2,PVSAT,SHUNT,INTUBATION,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,,ARTCO2,CATECHOL,HR,KINKEDTUBE	8.4075	26.3533	17.6304	1	1000
0000000000000000000000000000010100000	VENTTUBE	VENTALV	NA	MINVOL,VENTLUNG	PVSAT,PRESS,DISCONNECT,VENTMACH,,ARTCO2,CATECHOL,HRBP,INTUBATION	20.6798	34.5558	17.4745	1	1000
0001000000000000000000000000000000001	HYPOVOLEMIA	BP	NA	STROKEVOLUME	CVP,PCWP,LVEDVOLUME,,ANAPHYLAXIS,CO,HISTORY,LVFAILURE,HRBP,HREKG,HRSAT,TPR,CATECHOL,HR	2.38773	10.8353	17.2563	1	1000
0000000000010000000000000000000010000	HRSAT	ARTCO2	NA	CATECHOL	HRBP,HREKG,ERRCAUTER,TPR,PVSAT,SAO2,VENTLUNG,VENTALV,,HR,CO,BP,EXPCO2,MINVOL,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE	2.90282	13.335	16.7623	1	1000
0000000000000000000100001000000000000	PVSAT	INTUBATION	NA	VENTALV	HRBP,HREKG,HRSAT,EXPCO2,MINVOL,FIO2,SAO2,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,,ARTCO2,CATECHOL,HR,CO,SHUNT	5.51157	11.1964	16.2382	1	1000
0000000000000001000000000100000000000	EXPCO2	PRESS	NA	MINVOL	,PVSAT,SAO2,SHUNT,INTUBATION,MINVOLSET,VENTTUBE,VENTLUNG,VENTALV,ARTCO2,KINKEDTUBE,DISCONNECT,VENTMACH	22.1143	37.7308	16.1905	1	1000
0000000000000000000000000000000010100	ARTCO2	HR	NA	CATECHOL	HRBP,HREKG,HRSAT,EXPCO2,MINVOL,PVSAT,SAO2,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,VENTALV,,CO,TPR,BP	3.57753	12.3121	16.1208	1	1000
0000000000000000000000000000000100100	VENTALV	HR	NA	CATECHOL	HRBP,HREKG,HRSAT,EXPCO2,MINVOL,PVSAT,SAO2,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,ARTCO2,,TPR,CO,BP	3.95667	16.6469	16.0707	1	1000
0000000000000000000000000100000010000	PRESS	ARTCO2	NA	VENTALV	EXPCO2,KINKEDTUBE,MINVOL,PVSAT,SAO2,SHUNT,INTUBATION,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,,HRBP,HREKG,HRSAT,CATECHOL,HR,CO	9.25948	22.7401	15.8671	1	1000
0000000000000000000000010000001000000	SHUNT	VENTLUNG	NA	EXPCO2,VENTALV	PCWP,MINVOL,SAO2,PULMEMBOLUS,INTUBATION,,VENTTUBE	4.37379	17.0316	15.6774	1	1000
0000000001000000000000000000000100000	HREKG	VENTALV	NA	CATECHOL	HRBP,ERRCAUTER,HRSAT,TPR,PVSAT,SAO2,VENTLUNG,ARTCO2,,HR,CO,BP,EXPCO2,MINVOL,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE	5.95754	18.8877	15.6247	1	1000
0000000000000001000000010000000000000	EXPCO2	SHUNT	NA	INTUBATION	MINVOL,PVSAT,SAO2,,PRESS,MINVOLSET,VENTTUBE,VENTLUNG,VENTALV,ARTCO2,PCWP,PAP,PULMEMBOLUS	1.88957	10.3211	15.4424	1	1000
0000000001000000000000000000001000000	HREKG	VENTLUNG	NA	CATECHOL	HRBP,ERRCAUTER,HRSAT,TPR,PVSAT,SAO2,VENTALV,ARTCO2,,HR,CO,BP,EXPCO2,MINVOL,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE	3.78257	17.4443	15.4032	1	1000
0000000000000000000000000000000001001	CATECHOL	BP	NA	TPR,CO	ARTCO2,HR,,ANAPHYLAXIS	5.20565	15.9344	15.0729	1	1000
0000000000010000000000000000000100000	HRSAT	VENTALV	NA	CATECHOL	HRBP,HREKG,ERRCAUTER,TPR,PVSAT,SAO2,VENTLUNG,ARTCO2,,HR,CO,BP,EXPCO2,MINVOL,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE	6.17817	18.1528	14.336	1	1000
0000000000000000000000010000000010000	SHUNT	ARTCO2	NA	VENTALV	PCWP,EXPCO2,MINVOL,SAO2,PAP,PULMEMBOLUS,INTUBATION,PRESS,VENTLUNG,,HRBP,HREKG,HRSAT,PVSAT,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,CATECHOL,HR,CO	2.44992	9.01193	14.2654	1	1000
0000010000000000000000000000000000001	LVFAILURE	BP	NA	CO	HISTORY,CVP,PCWP,LVEDVOLUME,STROKEVOLUME,,HYPOVOLEMIA,HRBP,HREKG,HRSAT,ANAPHYLAXIS,TPR,CATECHOL,HR	2.22986	9.69963	14.1362	1	1000
0000000000000000000010001000000000000	SAO2	INTUBATION	NA	VENTALV	HRBP,HREKG,HRSAT,EXPCO2,MINVOL,FIO2,PVSAT,SHUNT,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,,ARTCO2,CATECHOL,HR	4.28077	13.7067	14.0683	1	1000
0000000010000000000000000000000010000	HRBP	ARTCO2	NA	CATECHOL	ERRLOWOUTPUT,HREKG,HRSAT,TPR,PVSAT,SAO2,VENTALV,,HR,CO,BP,EXPCO2,MINVOL,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG	3.65908	13.4924	14.0574	1	1000
0000000000000000000000000000001000100	VENTLUNG	HR	NA	CATECHOL	HREKG,HRSAT,EXPCO2,MINVOL,PVSAT,SAO2,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTALV,ARTCO2,,CO,HRBP,TPR,BP	5.82225	15.2035	13.7195	1	1000
1000000000000000000000000000000000001	HISTORY	BP	NA	STROKEVOLUME	CVP,PCWP,LVEDVOLUME,LVFAILURE,,CO,HYPOVOLEMIA,HRBP,HREKG,HRSAT,ANAPHYLAXIS,TPR,CATECHOL,HR	0.633391	8.86024	13.5948	1	1000
0000010000000000000000000000000000010	LVFAILURE	CO	NA	STROKEVOLUME	HISTORY,CVP,PCWP,LVEDVOLUME,,BP,HYPOVOLEMIA,HRBP,HREKG,HRSAT,PVSAT,VENTLUNG,ARTCO2,CATECHOL,HR	4.22891	6.24741	13.5661	1	1000
0000000000010000000000000000001000000	HRSAT	VENTLUNG	NA	CATECHOL	HRBP,HREKG,ERRCAUTER,TPR,PVSAT,SAO2,VENTALV,ARTCO2,,HR,CO,BP,EXPCO2,MINVOL,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE	5.62979	16.7094	13.3847	1	1000
0000000010000010000000000000000000000	HRBP	TPR	NA	CATECHOL	ERRLOWOUTPUT,HREKG,HRSAT,PVSAT,SAO2,VENTALV,ARTCO2,,HR,CO,BP,ANAPHYLAXIS	4.81753	13.4891	13.34	1	1000
0000000000010000000100000000000000000	HRSAT	PVSAT	NA	CATECHOL	HRBP,HREKG,ERRCAUTER,TPR,SAO2,VENTLUNG,VENTALV,ARTCO2,,HR,CO,BP,EXPCO2,MINVOL,FIO2,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE	4.44021	12.6541	13.141	1	1000
0000000001000000000100000000000000000	HREKG	PVSAT	NA	CATECHOL	HRBP,ERRCAUTER,HRSAT,TPR,SAO2,VENTLUNG,VENTALV,ARTCO2,,HR,CO,BP,EXPCO2,MINVOL,FIO2,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE	2.82616	13.1791	13.0759	1	1000
0000000000010000000010000000000000000	HRSAT	SAO2	NA	CATECHOL	HRBP,HREKG,ERRCAUTER,TPR,PVSAT,VENTLUNG,VENTALV,ARTCO2,,HR,CO,BP,EXPCO2,MINVOL,FIO2,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE	4.66178	12.9149	12.938	1	1000
0000000001000000000010000000000000000	HREKG	SAO2	NA	CATECHOL	HRBP,ERRCAUTER,HRSAT,TPR,PVSAT,VENTLUNG,VENTALV,ARTCO2,,HR,CO,BP,EXPCO2,MINVOL,FIO2,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE	3.14439	13.44	12.6091	1	1000
0000000000000000000000000000000010010	ARTCO2	CO	NA	CATECHOL	HRBP,HREKG,HRSAT,EXPCO2,MINVOL,PVSAT,SAO2,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,VENTALV,,HR,HISTORY,CVP,PCWP,HYPOVOLEMIA,LVEDVOLUME,LVFAILURE,STROKEVOLUME,BP	4.41918	14.4653	12.4201	1	1000
0000000000000000000000000000001001000	VENTLUNG	CATECHOL	NA	ARTCO2	HREKG,HRSAT,EXPCO2,MINVOL,PVSAT,SAO2,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTALV,,HR,CO,HRBP,TPR,BP	3.12704	11.7578	12.3493	1	1000
0000000000000000000000000000001000010	VENTLUNG	CO	NA	CATECHOL	HREKG,HRSAT,EXPCO2,MINVOL,PVSAT,SAO2,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTALV,ARTCO2,,HR,HISTORY,CVP,PCWP,HYPOVOLEMIA,LVEDVOLUME,LVFAILURE,STROKEVOLUME,HRBP,BP	7.77035	18.3309	11.9989	1	1000
0000000000000000000100000000000000100	PVSAT	HR	NA	CATECHOL	HRBP,HREKG,HRSAT,EXPCO2,MINVOL,FIO2,SAO2,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,VENTALV,ARTCO2,,CO,TPR,BP	5.35626	11.6312	11.7415	1	1000
0000000000000000000000001000001000000	INTUBATION	VENTLUNG	NA	PRESS	EXPCO2,MINVOL,PVSAT,SAO2,SHUNT,,VENTALV,ARTCO2,HREKG,HRSAT,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,CATECHOL,HR,CO	16.0554	22.8434	11.7407	1	1000
0000000000000000000010000000000000100	SAO2	HR	NA	CATECHOL	HRBP,HREKG,HRSAT,EXPCO2,MINVOL,FIO2,PVSAT,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,VENTALV,ARTCO2,,TPR,CO,BP	5.85669	11.892	11.4173	1	1000
0000000001000010000000000000000000000	HREKG	TPR	NA	CATECHOL	HRBP,ERRCAUTER,HRSAT,PVSAT,SAO2,VENTLUNG,VENTALV,ARTCO2,,HR,CO,BP,ANAPHYLAXIS	4.34138	13.8567	11.3939	1	1000
0000000000000000000000000000100001000	VENTMACH	CATECHOL	NA	VENTALV	MINVOL,PVSAT,SAO2,PRESS,MINVOLSET,VENTTUBE,VENTLUNG,,ARTCO2,HR,HRBP,HREKG,HRSAT,TPR,DISCONNECT,CO,BP	9.30295	15.0904	11.3078	1	1000
0000000000000000000000010100000000000	SHUNT	PRESS	NA	VENTALV	PCWP,EXPCO2,MINVOL,SAO2,PAP,PULMEMBOLUS,INTUBATION,VENTLUNG,,ARTCO2,KINKEDTUBE,PVSAT,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE	7.33879	17.8945	10.9507	1	1000
0000000000000000000100000000000000010	PVSAT	CO	NA	CATECHOL	HRBP,HREKG,HRSAT,EXPCO2,MINVOL,FIO2,SAO2,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,VENTALV,ARTCO2,,HR,HISTORY,CVP,PCWP,HYPOVOLEMIA,LVEDVOLUME,LVFAILURE,STROKEVOLUME,BP	4.52779	13.7844	10.5028	1	1000
0000000010000000000000000000000100000	HRBP	VENTALV	NA	CATECHOL	ERRLOWOUTPUT,HREKG,HRSAT,TPR,PVSAT,SAO2,ARTCO2,,HR,CO,BP,EXPCO2,MINVOL,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG	9.59034	18.3528	10.2313	1	1000
0000000010000000000010000000000000000	HRBP	SAO2	NA	CATECHOL	ERRLOWOUTPUT,HREKG,HRSAT,TPR,PVSAT,VENTALV,ARTCO2,,HR,CO,BP,EXPCO2,MINVOL,FIO2,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG	6.1417	13.0723	9.96292	1	1000
0000000000000000000001010000000000000	PAP	SHUNT	NA	PULMEMBOLUS	CVP,STROKEVOLUME,,PCWP,EXPCO2,MINVOL,SAO2,INTUBATION,PRESS,VENTLUNG,VENTALV,ARTCO2	2.5673	5.64126	9.96186	1	1000
0000000000000000000000000010000001000	DISCONNECT	CATECHOL	NA	VENTALV	MINVOL,PVSAT,SAO2,PRESS,VENTTUBE,VENTLUNG,,ARTCO2,HRBP,HREKG,HRSAT,TPR,MINVOLSET,VENTMACH,HR,CO,BP	0.770747	6.27808	9.53734	1	1000
0000000010000000000100000000000000000	HRBP	PVSAT	NA	CATECHOL	ERRLOWOUTPUT,HREKG,HRSAT,TPR,SAO2,VENTALV,ARTCO2,,HR,CO,BP,EXPCO2,MINVOL,FIO2,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG	6.42614	12.8115	8.71492	1	1000
0000000000000000000100000000010000000	PVSAT	VENTTUBE	NA	MINVOL,VENTLUNG	HRBP,HREKG,HRSAT,EXPCO2,FIO2,SAO2,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,,VENTALV,CATECHOL,HR,CO	18.8106	26.5539	8.41355	1	1000
0000000000000000000100000000000001000	PVSAT	CATECHOL	NA	ARTCO2	HRBP,HREKG,HRSAT,EXPCO2,MINVOL,FIO2,SAO2,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,VENTALV,,HR,CO,TPR,BP	1.78083	8.197	7.96688	1	1000
0000000000000000000010000000000001000	SAO2	CATECHOL	NA	ARTCO2	HRBP,HREKG,HRSAT,EXPCO2,MINVOL,FIO2,PVSAT,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,VENTALV,,HR,TPR,CO,BP	2.97835	9.19663	7.35452	1	1000
0000000000010000000000000000000001000	HRSAT	CATECHOL	NA	HR	HRBP,HREKG,ERRCAUTER,TPR,PVSAT,SAO2,VENTLUNG,VENTALV,ARTCO2,,CO,BP,MINVOL,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE	2.92869	7.49738	7.27505	1	1000
0000000000000000000000000000100000100	VENTMACH	HR	NA	ARTCO2	MINVOL,PVSAT,SAO2,PRESS,MINVOLSET,VENTTUBE,VENTLUNG,VENTALV,,CATECHOL,HRBP,HREKG,HRSAT,TPR,CO,BP	17.3171	23.1698	6.59082	1	1000
1000001000000000000000000000000000000	HISTORY	STROKEVOLUME	NA	LVEDVOLUME,LVFAILURE	PCWP,,CO,BP,HYPOVOLEMIA,PAP	1.77864	7.67072	6.27592	1	1000
0000000000000000000000000001000001000	MINVOLSET	CATECHOL	NA	VENTALV	EXPCO2,MINVOL,PVSAT,SAO2,PRESS,VENTMACH,VENTTUBE,VENTLUNG,,ARTCO2,HRBP,HREKG,HRSAT,TPR,DISCONNECT,HR,CO,BP	4.7681	10.6095	6.19862	1	1000
0000000000000000000000000000000101000	VENTALV	CATECHOL	NA	ARTCO2	HRBP,HREKG,HRSAT,EXPCO2,MINVOL,PVSAT,SAO2,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,,HR,TPR,CO,BP	1.00708	10.351	4.75628	1	1000
0000000000000000001010000000000000000	FIO2	SAO2	NA	PVSAT	KINKEDTUBE,,HRBP,HREKG,HRSAT,EXPCO2,MINVOL,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,VENTALV,ARTCO2,CATECHOL,HR	5.49289	6.99769	3.43953	1	1000
0000000000000100000000000000000000001	ANAPHYLAXIS	BP	NA	TPR	HYPOVOLEMIA,,HISTORY,PCWP,LVEDVOLUME,LVFAILURE,STROKEVOLUME,HRBP,HREKG,HRSAT,CATECHOL,HR,CO	1.02579	7.1345	1.8768	1	1000
0000000000000000000000001100000000000	INTUBATION	PRESS	NA	VENTALV	EXPCO2,MINVOL,PVSAT,SAO2,SHUNT,VENTLUNG,,ARTCO2,KINKEDTUBE,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE	18.9535	25.0325	1.82928	1	1000
0001000000000100000000000000000000000	HYPOVOLEMIA	ANAPHYLAXIS	NA	BP	CVP,PCWP,LVEDVOLUME,STROKEVOLUME,CO,,TPR	3.15878	4.11125	0.958416	1	1000
0000000000000000010000000100000000000	MINVOL	PRESS	NA	VENTALV	EXPCO2,PVSAT,SAO2,SHUNT,INTUBATION,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,,ARTCO2,CATECHOL,KINKEDTUBE	23.3687	39.1716	0.224177	1	1000
1000000000000000000000000000000000010	HISTORY	CO	NA	LVEDVOLUME,LVFAILURE	,STROKEVOLUME,BP,PVSAT,VENTLUNG,ARTCO2,HR	6.04484	9.18553	0.009076	1	1000
0100000000000000000001000000000000000	CVP	PAP	NA	STROKEVOLUME	HISTORY,PCWP,HYPOVOLEMIA,LVEDVOLUME,LVFAILURE,,CO,PULMEMBOLUS,SHUNT	9.32724	16.4397	0.00457917	1	1000
